2045  7 16    6  2 49.217348   2468177.75195853412   114.141601   0.000000     7.735668  21.280268    80.333093  19.696317  19.742741    95.142605  21.313740
2042  5  3   15 42 29.210273   2467008.15450474853    43.348030   0.000000     2.726314  15.843467   257.843606  29.338374  29.368253   242.335477  15.865111
2107  5  6   12 31  4.435190   2490751.02157911099    45.428384   0.000000     2.864427  16.450165   203.357458  52.640023  52.652918   194.524420  16.461201
2029  9 21   10 16 39.826267   2462400.92823872995   178.726130   0.000000    11.922079   0.506602   157.280877  36.310916  36.333840   161.872128   0.526956
2058  8  5   11 13 22.577032   2472945.96762241935   133.315663   0.000000     9.052023  16.818287   168.079013  54.366912  54.379020   172.779447  16.828877
2070  5 17    6 46 11.031198   2477248.78207212035    56.746495   0.000000     3.629954  19.419878    91.886060  26.423946  26.457672   108.396450  19.443772
2027  9 30    8 39 11.160063   2461678.86054583406   186.973314   0.000000    12.426865  -2.767834   132.815778  24.873919  24.910017   138.236173  -2.737615
2056 12 19   14  3 15.155825   2472352.08559208130   268.400269   0.000000    17.883772 -23.421620   214.242137   7.794828   7.907327   217.367161 -23.319686
2024  9 12   10 16 21.307156   2460565.92802438838   170.146711   0.000000    11.396379   3.903035   155.157736  39.387544  39.408079   161.012246   3.921044
2023 11 25   15 27 33.302559   2460274.14413544629   243.092404   0.000000    16.070095 -20.775187   234.942621  -0.072902   0.420914   240.821895 -20.361123
2102  3 13   11 10 43.293446   2488870.96577885933   352.463919   0.000000    23.538592  -2.988993   169.381762  34.523038  34.547513   171.258657  -2.966676
2080  9 25    9 58 44.911599   2481032.91579758795   183.267049   0.000000    12.199877  -1.298549   153.042839  33.511020  33.536436   157.792922  -1.276100
2105 10  8   11 47 45.817501   2490175.99150251737   195.090431   0.000000    12.926467  -5.940512   187.023089  31.843881  31.870957   185.992128  -5.915583
2054  3 21    9 10 32.599787   2471347.88232175680     0.976448   0.000000     0.059730   0.388246   134.849111  29.294986  29.324918   141.820074   0.413257
2051 10  2   15 50 32.595581   2470447.16009948589   189.418457   0.000000    12.576942  -3.730872   248.674365  11.309316  11.389731   246.213843  -3.667033
2053  6 20   10 50 55.210935   2471073.95202790434    89.596569   0.000000     5.970688  23.429198   158.000903  60.049972  60.059705   168.242501  23.437438
2056  3 29   16 27  2.340211   2472087.18544375245     9.712778   0.000000     0.595022   3.846619   257.670997  14.290664  14.354908   251.555120   3.895980
2053  9  2   14 15 42.375147   2471148.09424045309   160.588198   0.000000    10.805488   7.594023   230.942338  34.873209  34.897370   219.981683   7.613430
2032  5 24   14 11 21.417722   2463377.09122011252    63.962551   0.000000     4.131110  20.935471   239.718710  46.466082  46.482120   219.547037  20.947273
2079  9  9   13 58 19.405669   2480651.08216904709   167.083111   0.000000    11.207779   5.099716   225.485695  34.398758  34.423346   216.196778   5.119976
2113  8  8   17 19  2.038317   2493037.22155136941   136.153644   0.000000     9.240561  15.985144   275.600150  16.032597  16.089914   264.219515  16.027490
2041  8 17   10 44 27.016500   2466748.94753491320   144.915241   0.000000     9.813297  13.214991   158.756246  49.635974  49.650327   166.055108  13.227423
2081  7 26    6 17 15.508364   2481336.76198505051   123.983793   0.000000     8.420265  19.252231    84.377259  20.281341  20.326361    98.623862  19.284729
2052  3 24   14  4 31.328294   2470621.08647370711     4.640332   0.000000     0.283946   1.843431   223.134778  31.730808  31.758002   215.567271   1.866210
2113  4 22   13 49 13.901245   2492929.07585533848    32.389218   0.000000     2.013508  12.295209   226.691695  41.976639  41.995390   213.609731  12.310257
2057  9 19    9 42 56.872323   2472625.90482491115   176.958766   0.000000    11.813943   1.208893   146.930223  34.507125  34.531615   153.280328   1.230061
2029  1 19    9  8 35.892635   2462155.88097097958   299.577549   0.000000    20.116041 -20.236603   142.622296   9.946233  10.036805   140.448439 -20.155734
2101 10 26    7 35 18.884329   2488732.81619079085   212.728330   0.000000    14.035204 -12.413296   124.617153   9.501225   9.595647   123.836941 -12.334639
2113  9 22    9 25  2.195513   2493081.89238652214   179.339096   0.000000    11.959571   0.262733   142.555085  32.103947  32.130754   149.010454   0.285672
2025  7 19   10  0 57.489234   2460875.91733205132   116.999492   0.000000     7.936334  20.757427   138.115151  53.074133  53.086827   154.605506  20.767510
2113 10 16   15 50  5.092652   2493106.15978116496   203.218062   0.000000    13.432369  -9.016828   246.295644   6.502547   6.633626   247.016036  -8.911198
2108  7  6    9  7  5.466491   2491177.87992438069   104.514796   0.000000     7.050400  22.632761   119.998108  48.404040  48.419029   141.480686  22.643670
2092  5 29   17 59 32.178867   2485297.24967799615    69.384037   0.000000     4.513808  21.844918   288.614400  13.261454  13.330549   276.356024  21.896791
2065  3  8   13 12  0.005094   2475353.05000005895   348.521973   0.000000    23.296425  -4.538680   204.900564  30.633975  30.662355   201.303246  -4.513307
2097  6 15   19 20 16.390733   2487140.30574526312    85.509250   0.000000     5.673842  23.352372   304.057738   3.800763   3.996781   295.671138  23.513264
2061  5 23   15 24  0.432179   2473968.14167166874    63.034552   0.000000     4.066106  20.759844   257.515765  35.922089  35.945339   237.715821  20.776134
2077  5 20   18  2 23.520686   2479809.25166111905    60.377985   0.000000     3.880947  20.222257   288.301120  11.426455  11.506095   277.324744  20.282667
2039 10  4   12 40 38.476574   2466066.02822310850   191.157095   0.000000    12.683811  -4.413598   202.246537  31.343122  31.370727   198.917081  -4.388787
2095 12 31   10  9  8.600994   2486607.92301621521   279.982949   0.000000    18.723959 -23.052384   158.875896  12.416499  12.490108   157.530011 -22.983263
2115  9 17   11 43 30.004565   2493806.98854171950   174.082875   0.000000    11.637837   2.348915   184.105978  40.290536  40.310428   183.132568   2.366926
2064  7 17    5 56 33.123190   2475118.74760559248   115.482763   0.000000     7.829964  21.037867    79.294443  18.538108  18.587553    93.537596  21.073746
2095  4 24    8  9 16.775106   2486356.83977748966    34.458191   0.000000     2.146411  13.000247   114.208866  33.546936  33.572317   128.742646  13.019323
2064  2 21    8 10 53.624430   2474971.84089843091   332.486042   0.000000    22.297069 -10.586089   124.935694  11.823379  11.900495   125.324056 -10.521970
2056  2 13   10 50 43.130212   2472041.95188808115   324.454455   0.000000    21.783471 -13.365847   164.185352  23.381095  23.419743   165.107940 -13.329987
2048  5 29   15  8 36.980217   2469226.13098356733    68.929286   0.000000     4.481457  21.782601   254.716688  39.111518  39.132255   233.694798  21.797081
2045  5 30   19 10 22.765589   2468131.29887460172    69.783674   0.000000     4.542094  21.914051   301.971442   3.470835   3.678891   293.993675  22.083923
