2042  7 16    6  2 49.217348   2467081.75195853412   113.874642   0.000000     7.716862  21.327112    80.307162  19.737139  19.783464    95.151228  21.360531
2039  5  3   15 42 29.210273   2465912.15450474853    43.079133   0.000000     2.708572  15.761434   257.779496  29.278066  29.308019   242.329334  15.783156
2104  5  5   12 31  4.435190   2489655.02157911099    45.164672   0.000000     2.846858  16.375022   203.319773  52.568353  52.581282   194.520347  16.386102
2026  9 21   10 16 39.826267   2461304.92823872995   178.456210   0.000000    11.905569   0.613993   157.220237  36.409524  36.432367   161.848176   0.634275
2055  8  5   11 13 22.577032   2471849.96762241935   133.053204   0.000000     9.034465  16.891469   168.054057  54.438823  54.450899   172.774401  16.902049
2067  5 17    6 46 11.031198   2476152.78207212035    56.484522   0.000000     3.611912  19.360994    91.931655  26.381428  26.415216   108.399872  19.384960
2024  9 29    8 39 11.160063   2460582.86054583406   186.700363   0.000000    12.410128  -2.660078   132.739994  24.959883  24.995843   138.213713  -2.629987
2053 12 19   14  3 15.155825   2471256.08559208130   268.126379   0.000000    17.863877 -23.416423   214.271284   7.788619   7.901197   217.398792 -23.314465
2021  9 12   10 16 21.307156   2459469.92802438838   169.876336   0.000000    11.379758   4.009053   155.092726  39.483842  39.504308   160.988704   4.027007
2020 11 24   15 27 33.302559   2459178.14413544629   242.813741   0.000000    16.050624 -20.719889   234.987937  -0.036285   0.452050   240.844782 -20.310504
2099  3 12   11 10 43.293446   2487774.96577885933   352.187371   0.000000    23.521633  -3.098296   169.373960  34.412270  34.436846   171.239662  -3.075895
2077  9 25    9 58 44.911599   2479936.91579758795   182.995061   0.000000    12.183233  -1.190491   152.979581  33.608227  33.633550   157.769467  -1.168126
2102 10  8   11 47 45.817501   2489079.99150251737   194.820857   0.000000    12.909781  -5.837143   187.009734  31.948408  31.975376   185.972828  -5.812320
2051  3 21    9 10 32.599787   2470251.88232175680     0.709856   0.000000     0.043422   0.282260   134.880919  29.190640  29.220698   141.799546   0.307379
2048 10  1   15 50 32.595581   2469351.16009948589   189.152278   0.000000    12.560582  -3.626573   248.717510  11.407071  11.486840   246.192574  -3.563265
2050  6 20   10 50 55.210935   2469977.95202790434    89.338608   0.000000     5.951945  23.429215   158.028776  60.053620  60.063352   168.258174  23.437473
2053  3 29   16 27  2.340211   2470991.18544375245     9.446308   0.000000     0.578654   3.741777   257.588935  14.219351  14.283911   251.534440   3.791400
2050  9  2   14 15 42.375147   2470052.09424045309   160.327170   0.000000    10.789244   7.693096   230.977876  34.970291  34.994366   219.960190   7.712441
2029  5 24   14 11 21.417722   2462281.09122011252    63.700270   0.000000     4.112693  20.888549   239.688906  46.423249  46.439312   219.555056  20.900391
2076  9  8   13 58 19.405669   2479555.08216904709   166.814160   0.000000    11.191185   5.204022   225.516537  34.502498  34.526992   216.173790   5.224210
2110  8  8   17 19  2.038317   2491941.22155136941   135.892185   0.000000     9.223222  16.061750   275.645365  16.096111  16.153203   264.212326  16.103939
2038  8 17   10 44 27.016500   2465652.94753491320   144.649438   0.000000     9.796112  13.302733   158.706157  49.718501  49.732813   166.042157  13.315143
2078  7 26    6 17 15.508364   2480240.76198505051   123.716693   0.000000     8.401922  19.314618    84.335569  20.330028  20.374934    98.625791  19.347050
2049  3 24   14  4 31.328294   2469525.08647370711     4.372749   0.000000     0.267558   1.737469   223.060333  31.643380  31.670667   215.546582   1.760331
2110  4 22   13 49 13.901245   2491833.07585533848    32.123798   0.000000     1.996527  12.203074   226.619858  41.900536  41.919337   213.596813  12.218179
2054  9 19    9 42 56.872323   2471529.90482491115   176.693424   0.000000    11.797702   1.314185   146.859764  34.598215  34.622623   153.256309   1.335282
2026  1 19    9  8 35.892635   2461059.88097097958   299.298369   0.000000    20.096663 -20.296583   142.662795   9.898125   9.989101   140.467183 -20.215373
2098 10 25    7 35 18.884329   2487636.81619079085   212.451629   0.000000    14.017450 -12.318947   124.560986   9.577960   9.671698   123.828880 -12.240894
2110  9 22    9 25  2.195513   2491985.89238652214   179.073398   0.000000    11.943316   0.368325   142.482079  32.192865  32.219582   148.986449   0.391184
2022  7 19   10  0 57.489234   2459779.91733205132   116.732671   0.000000     7.917657  20.808273   138.087635  53.122684  53.135355   154.612475  20.818356
2110 10 16   15 50  5.092652   2492010.15978116496   202.948950   0.000000    13.415515  -8.916537   246.340711   6.593563   6.723152   247.001515  -8.812139
2105  7  6    9  7  5.466491   2490081.87992438069   104.256329   0.000000     7.031850  22.662069   119.986588  48.434567  48.449540   141.493037  22.672987
2089  5 29   17 59 32.178867   2484201.24967799615    69.125026   0.000000     4.495426  21.805335   288.596391  13.224757  13.294039   276.366086  21.857383
2062  3  8   13 12  0.005094   2474257.05000005895   348.245385   0.000000    23.279406  -4.647069   204.847910  30.533912  30.562403   201.285404  -4.621601
2094  6 15   19 20 16.390733   2486044.30574526312    85.245054   0.000000     5.654675  23.341082   304.064013   3.783037   3.979671   295.687191  23.502529
2058  5 23   15 24  0.432179   2472872.14167166874    62.767224   0.000000     4.047429  20.706752   257.480186  35.876987  35.900275   237.723205  20.723095
2074  5 20   18  2 23.520686   2478713.25166111905    60.114093   0.000000     3.862648  20.164986   288.268576  11.378675  11.458630   277.329694  20.225671
2036 10  3   12 40 38.476574   2464970.02822310850   190.888970   0.000000    12.667325  -4.308308   202.251200  31.450461  31.477952   198.895815  -4.283605
2092 12 30   10  9  8.600994   2485511.92301621521   279.706669   0.000000    18.703983 -23.070611   158.908513  12.405589  12.479262   157.560748 -23.001462
2112  9 16   11 43 30.004565   2492710.98854171950   173.814835   0.000000    11.621406   2.454793   184.080621  40.397383  40.417200   183.108547   2.472744
2061  7 17    5 56 33.123190   2474022.74760559248   115.215901   0.000000     7.811229  21.087322    79.266386  18.580453  18.629782    93.545259  21.123135
2092  4 23    8  9 16.775106   2485260.83977748966    34.192179   0.000000     2.129301  12.909632   114.260205  33.466252  33.491710   128.730868  12.928785
2061  2 20    8 10 53.624430   2473875.84089843091   332.207653   0.000000    22.279449 -10.686195   124.980386  11.732871  11.810551   125.315260 -10.621611
2053  2 12   10 50 43.130212   2470945.95188808115   324.183897   0.000000    21.765969 -13.455187   164.198934  23.292549  23.331359   165.104896 -13.419197
2045  5 29   15  8 36.980217   2468130.13098356733    68.663425   0.000000     4.462577  21.743687   254.695051  39.074893  39.095657   233.706113  21.758211
2042  5 30   19 10 22.765589   2467035.29887460172    69.515539   0.000000     4.523039  21.874508   301.958216   3.432013   3.641573   294.004613  22.045660
2040 10 27    9 16 25.244344   2466454.88640329102   214.568416   0.000000    14.153407 -13.041693   147.902750  19.692633  19.739068   149.116677 -13.000135
2070 12 25   14  2 19.283547   2477471.08494541142   274.109826   0.000000    18.298508 -23.363583   213.472967   8.164373   8.272436   216.449602 -23.265468
2057  8 24    6 30 46.237421   2472599.77136848867   151.610389   0.000000    10.241566  10.898666    93.489800  16.590942  16.646320   103.089843  10.940044
2095  5 18   11 43 39.030386   2486380.98864618503    57.858527   0.000000     3.706560  19.672886   184.787994  57.614191  57.624906   182.720717  19.682293
2098  8 14    9 40 12.308460   2487564.90292023681   142.205931   0.000000     9.637685  14.103038   136.314387  45.093870  45.110693   149.825604  14.116628
2038  9 21   14 43  8.978045   2465688.11329835700   178.723741   0.000000    11.921932   0.507526   235.391325  24.525234  24.561903   228.469915   0.537227
2026  7  2   11 49 56.964164   2461223.99302041857   100.630437   0.000000     6.770780  23.012327   184.579137  60.964405  60.973782   182.412232  23.020525
2086  5 18    4 24 18.453472   2483093.68354691518    57.743939   0.000000     3.698655  19.647143    64.705099   5.406374   5.558272    72.982994  19.767688
2071  8 29   14 54  3.061441   2477718.12086876668   156.405990   0.000000    10.544072   9.156760   241.265310  31.491687  31.519134   229.216461   9.178010
